ts_epoch_ms,link_id,throughput_mbps,latency_ms,packet_loss_pct,utilization_pct,queue_length,active_flows,will_fail_in_5s
1790248621884,L1,54.96714153011233,6.399355436586002,0.0,43.24821725025618,4,9,0
1790248622884,L1,48.61735698828815,5.924633682912769,0.0,48.55481329284482,1,12,0
1790248623884,L1,56.47688538100692,5.059630369920174,0.0,42.075800790000386,0,9,0
1790248624884,L1,65.23029856408026,4.353063222294426,0.0,46.9203847036096,2,10,0
1790248625884,L1,47.658466252766644,5.69822331361359,0.0,31.063853330462145,2,16,0
1790248626884,L1,47.6586304305082,5.39348538542175,0.0,52.13293707372939,3,14,0
1790248627884,L1,65.79212815507391,5.895193220027732,0.0,50.012054753622245,1,13,0
1790248628884,L1,57.67434729152909,5.635171801681969,0.0,41.82911368931809,2,9,0
1790248629884,L1,45.30525614065048,6.049552715319335,0.0,56.59245668432405,0,10,0
1790248630884,L1,55.42560043585965,4.464764788439432,0.0,59.37570137626558,3,18,0
1790248631884,L1,45.365823071875376,6.317394065634326,0.0,33.924401356310256,3,5,0
1790248632884,L1,45.34270246429743,5.1975996046924,0.0,42.37275221433786,2,3,0
1790248633884,L1,52.41962271566034,7.0752608726252655,0.0,42.30857650212702,0,7,0
1790248634884,L1,30.86719755342202,4.310812181910432,0.0,40.600968988911355,3,9,0
1790248635884,L1,32.75082167486967,6.73596380316525,0.0,58.294748419317486,2,12,0
1790248636884,L1,44.377124707590276,5.197910783462648,0.0,48.06173861227197,4,8,0
1790248637884,L1,39.87168879665576,4.348581996385551,0.0,47.35485158689389,1,13,0
1790248638884,L1,53.142473325952736,4.5161141659456785,0.0,29.961376355932465,3,10,0
1790248639884,L1,40.91975924478789,4.67965269180568,0.0,56.35418030209227,2,10,0
1790248640884,L1,35.87696298664709,5.424165946401916,0.0,37.60741605146527,4,7,0
1790248641884,L1,64.65648768921554,5.5228354880355,0.0,50.599326302663286,0,7,0
1790248642884,L1,47.74223699513465,4.426299996061421,0.0,52.77376937958192,2,12,0
1790248643884,L1,50.67528204687924,4.975645407739017,0.0,63.60658595838651,1,16,0
1790248644884,L1,35.75251813786543,7.142270358611864,0.0,36.91179600880888,1,15,0
1790248645884,L1,44.556172754748175,6.727543170100711,0.0,19.804878441791747,1,9,0
1790248646884,L1,51.10922589709866,5.4363236696740325,0.0,51.83849544753695,0,15,0
1790248647884,L1,38.49006422577697,5.0380034781682,0.0,68.00511181510853,1,6,0
1790248648884,L1,53.75698018345672,5.120031326718261,0.0,62.38946352939438,2,15,0
1790248649884,L1,43.99361310081195,5.613517972730417,0.0,52.096594152746256,3,9,0
1790248650884,L1,47.083062502067236,3.9772074348015947,0.0,45.08363814367953,5,11,0
1790248651884,L1,43.98293387770603,4.742623462576655,0.0,58.071225966373106,3,11,0
1790248652884,L1,68.52278184508938,3.33141592612241,0.0,40.26453800295531,2,15,0
1790248653884,L1,49.86502775262066,5.399223122605279,0.0,54.76357769356219,4,18,0
1790248654884,L1,39.422890710441,5.647195939702741,0.0,55.054701591666266,3,10,0
1790248655884,L1,58.22544912103189,4.516813537700626,0.0,60.6020990749888,2,9,0
1790248656884,L1,37.791563500289776,6.573986763290033,0.0,77.59660038911078,1,10,0
1790248657884,L1,52.08863595004755,3.774234336997659,0.0,53.92415967178767,1,11,0
1790248658884,L1,30.403298761202244,3.53562511979018,0.0,44.910363742925014,4,14,0
1790248659884,L1,36.71813951101569,5.224451818559972,0.0,49.74425687808006,5,7,0
1790248660884,L1,51.96861235869123,6.047098302612154,0.0,32.30924095110882,1,13,0
1790248661884,L1,57.38466579995411,6.6839276914578685,0.0,43.05286868910942,3,13,0
1790248662884,L1,51.7136828118997,4.54111573713106,0.0,45.90717561886896,2,8,0
1790248663884,L1,48.843517176117594,6.078680833431296,0.0,44.759116020654076,1,16,0
1790248664884,L1,46.98896304410711,4.961491530499293,0.0,51.52354872033722,2,7,0
1790248665884,L1,35.214780096325725,4.82737270005918,0.0,41.775800676177994,1,6,0
1790248666884,L1,42.801557916052914,10.0,0.0,61.210306673244716,10,10,1
1790248667884,L1,45.393612290402125,20.0,5.0,50.002070649181974,30,16,1
1790248668884,L1,60.57122226218916,50.0,20.0,49.90699678861374,60,10,1
1790248669884,L1,53.43618289568462,80.0,50.0,46.72105283487082,90,13,1
1790248670884,L1,32.36959844637266,99.0,100.0,51.551906838589794,100,8,1
1790248671884,L1,53.24083969394795,4.374437298490471,0.0,58.25098264667635,2,7,0
1790248672884,L1,46.149177195836835,5.395803533437409,0.0,41.328697842890996,3,8,0
1790248673884,L1,43.23077999694041,5.494030186282739,0.0,43.41883510924743,0,7,0
1790248674884,L1,56.11676288840868,5.260673765823907,0.0,46.96273971223335,0,14,0
1790248675884,L1,60.30999522495951,4.44969484615458,0.0,36.54129076526785,2,7,0
1790248676884,L1,59.31280119116199,4.328376632061948,0.0,41.807421402785025,1,8,0
1790248677884,L1,41.607824767773614,4.974445929008555,0.0,45.23779126455341,2,9,0
1790248678884,L1,46.907876241487855,6.172729019259364,0.0,58.74389180712727,3,11,0
1790248679884,L1,53.31263431403564,5.543600154594432,0.0,52.62561329001925,2,16,0
1790248680884,L1,59.75545127122359,4.629385667913894,0.0,51.93589911367545,3,7,0
